Company,ISIN,NSE,BSE,Category
Vindhya Telelinks Ltd.,INE707A01012,VINDHYATEL,VINDHYATEL,Small Cap
Kwality Pharmaceuticals Limited,INE552U01010,,KPL,Small Cap
G N A Axles Limited,INE934S01014,GNA,GNA,Small Cap
Windlas Biotech Limited,INE0H5O01029,WINDLAS,WINDLAS,Small Cap
NIBE LIMITED,INE149O01018,NIBE,NIBE,Small Cap
Sportking India Ltd.,INE885H01029,SPORTKING,SPORTKING,Small Cap
LANDMARK CARS LIMITED,INE559R01029,LANDMARK,LANDMARK,Small Cap
Sai Silks (Kalamandir) Limited,INE438K01021,KALAMANDIR,KALAMANDIR,Small Cap
AAYUSH ART AND BULLION LIMITED,INE777X01017,,AAYUSHBULL,Small Cap
Arman Financial Services Limited,INE109C01017,ARMANFIN,ARMANFIN,Small Cap
GRAND OAK CANYONS DISTILLERY LIMITED,INE926B01016,,GRANDOAK,Small Cap
Amrutanjan Health Care Limited,INE098F01031,AMRUTANJAN,AMRUTANJAN,Small Cap
Citurgia Biochemicals Ltd.,INE795B01031,,CITURGIA,Small Cap
Dolphin Offshore Enterprises (India) ltd.,INE920A01037,DOLPHIN,DOLPHIN,Small Cap
BLS E-Services Limited,INE0NLT01010,BLSE,BLSE,Small Cap
RICO Auto Industries Ltd.,INE209B01025,RICOAUTO,RICOAUTO,Small Cap
Som Distilleries & Breweries Ltd.,INE480C01038,SDBL,SDBL,Small Cap
Indokem Ltd,INE716F01012,,INDOKEM,Small Cap
Ashika Credit Capital Ltd.,INE094B01013,,ASHIKA,Small Cap
ALGOQUANT FINTECH LIMITED,INE598D01035,ALGOQUANT,ALGOQUANT,Small Cap
UGRO CAPITAL LIMITED,INE583D01011,UGROCAP,UGROCAP,Small Cap
RAJESH POWER SERVICES LIMITED,INE0VN801010,,RAJESH,Small Cap
ASIAN GRANITO INDIA LIMITED,INE022I01019,ASIANTILES,ASIANTILES,Small Cap
Dollar Industries Limited,INE325C01035,DOLLAR,DOLLAR,Small Cap
Shukra Pharmaceuticals Limited,INE551C01044,,SHUKRAPHAR,Small Cap
Garuda Construction and Engineering Limited,INE0JVO01026,GARUDA,GARUDA,Small Cap
Yash Highvoltage Limited,INE00GK01023,,YASHHV,Small Cap
Balmer Lawrie Investments Ltd.,INE525F01025,,BLIL,Small Cap
Associated Alcohols & Breweries Ltd,INE073G01016,ASALCBR,ASALCBR,Small Cap
Confidence Petroleum India Limited,INE552D01024,CONFIPET,CONFIPET,Small Cap
EXICOM TELE-SYSTEMS LIMITED,INE777F01014,EXICOM,EXICOM,Small Cap
WONDER ELECTRICALS LIMITED,INE02WG01024,WEL,WEL,Small Cap
One Mobikwik Systems Limited,INE0HLU01028,MOBIKWIK,MOBIKWIK,Small Cap
SBC EXPORTS LIMITED,INE04AK01028,SBC,SBC,Small Cap
GTL Infrastructure Limited,INE221H01019,GTLINFRA,GTLINFRA,Small Cap
Krishna Defence and Allied Industries Ltd.,INE0J5601015,KRISHNADEF,,Small Cap
Seshasayee Paper & Boards Ltd.,INE630A01024,SESHAPAPER,SESHAPAPER,Small Cap
Jindal Drilling & Industries Ltd.,INE742C01031,JINDRILL,JINDRILL,Small Cap
Amic Forging Limited,INE0P9J01013,,AMIC,Small Cap
Suryoday Small Finance Bank Limited,INE428Q01011,SURYODAY,SURYODAY,Small Cap
D-Link (India) Ltd,INE250K01012,DLINKINDIA,DLINKINDIA,Small Cap
Nelco Ltd,INE045B01015,NELCO,NELCO,Small Cap
ALL TIME PLASTICS LIMITED,INE0GV601021,ALLTIME,ALLTIME,Small Cap
Sumeet Industries Ltd,INE235C01036,SUMEETINDS,SUMEETINDS,Small Cap
Dynamic Cables Limited,INE600Y01019,DYCL,DYCL,Small Cap
BF Investment Limited,INE878K01010,BFINVEST,BFINVEST,Small Cap
Vidhi Specialty Food Ingredients Limited,INE632C01026,VIDHIING,VIDHIING,Small Cap
GOCL Corporation Limited,INE077F01035,GOCLCORP,GOCLCORP,Small Cap
Godavari Biorefineries Limited,INE497S01012,GODAVARIB,GODAVARIB,Small Cap
SMC Global Securities Limited,INE103C01036,SMCGLOBAL,SMCGLOBAL,Small Cap
ASTEC LIFESCIENCES LIMITED,INE563J01010,ASTEC,ASTEC,Small Cap
KMC Speciality Hospitals India Limited,INE879K01018,,KMCSHIL,Small Cap
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,SHANTIGOLD,SHANTIGOLD,Small Cap
Titan Bio-Tech Ltd.,INE150C01029,,TITANBIO,Small Cap
R M DRIP AND SPRINKLERS SYSTEMS LIMITED,INE219Y01026,RMDRIP,RMDRIP,Small Cap
RACL Geartech Limited,INE704B01017,RACLGEAR,RACLGEAR,Small Cap
MAGELLANIC CLOUD LIMITED,INE613C01026,MCLOUD,MCLOUD,Small Cap
J.G.Chemicals Limited,INE0MB501011,JGCHEM,JGCHEM,Small Cap
VIDYA WIRES LIMITED,INE14UN01029,VIDYAWIRES,VIDYAWIRES,Small Cap
TIL Ltd.,INE806C01018,TIL,TIL,Small Cap
ONE POINT ONE SOLUTIONS LIMITED,INE840Y01029,ONEPOINT,ONEPOINT,Small Cap
Navkar Corporation Limited,INE278M01019,NAVKARCORP,NAVKARCORP,Small Cap
Gandhar Oil Refinery (India) Limited,INE717W01049,GANDHAR,GANDHAR,Small Cap
GYFTR LIMITED,INE724A01017,,GYFTR,Small Cap
Digitide Solutions Limited,INE0U4701011,DIGITIDE,DIGITIDE,Small Cap
Sula Vineyards Limited,INE142Q01026,SULA,SULA,Small Cap
Jagran Prakashan Limited,INE199G01027,JAGRAN,JAGRAN,Small Cap
Modern Insulators Ltd.,INE219W01012,,MODINSU,Small Cap
GPT Infraprojects limited,INE390G01014,GPTINFRA,GPTINFRA,Small Cap
SURAKSHA DIAGNOSTIC LIMITED,INE877V01027,SURAKSHA,SURAKSHA,Small Cap
Pashupati Cotspin Limited,INE124Y01028,PASHUPATI,PASHUPATI,Small Cap
Beta Drugs Ltd.,INE351Y01019,BETA,,Small Cap
Mrugesh Trading Ltd.,INE738D01029,,MRUTR,Small Cap
SPML Infra Limited,INE937A01023,SPMLINFRA,SPMLINFRA,Small Cap
Sanghi Industries Ltd.,INE999B01013,,SANGHIIND,Small Cap
Dynacons Systems & Solutions Ltd.,INE417B01040,DSSL,DSSL,Small Cap
Southern Petrochemical Industries Corporation Limited,INE147A01011,SPIC,SPIC,Small Cap
STRING METAVERSE LIMITED,INE958L01034,,META,Small Cap
OMAXE LIMITED,INE800H01010,OMAXE,OMAXE,Small Cap
Arfin India Limited,INE784R01023,ARFIN,ARFIN,Small Cap
Mahamaya Steel Industries Limited,INE451L01014,MAHASTEEL,MAHASTEEL,Small Cap
PNB Gilts Ltd,INE859A01011,PNBGILTS,PNBGILTS,Small Cap
Fino Payments Bank Limited,INE02NC01014,FINOPB,FINOPB,Small Cap
DCW Ltd.,INE500A01029,DCW,DCW,Small Cap
Wendt (India) Ltd.,INE274C01019,WENDT,WENDT,Small Cap
NGL Fine Chem Ltd.,INE887E01022,NGLFINE,NGLFINE,Small Cap
Meghna Infracon Infrastructure Limited,INE898Q01015,,MIIL,Small Cap
ESAF Small Finance Bank Ltd,INE818W01011,ESAFSFB,ESAFSFB,Small Cap
Hester Biosciences Ltd,INE782E01017,HESTERBIO,HESTERBIO,Small Cap
RIR POWER ELECTRONICS LIMITED,INE302D01024,,RIR,Small Cap
Precision Camshafts Limited,INE484I01029,PRECAM,PRECAM,Small Cap
Blue Cloud Softech Solutions Limited,INE373T01047,,BLUECLOUDS,Small Cap
AVISHKAR INFRA REALTY LIMITED,INE433O01024,,AIRLTD,Small Cap
Shriram Properties Limited,INE217L01019,SHRIRAMPPS,SHRIRAMPPS,Small Cap
Antony Waste Handling Cell Limited,INE01BK01022,AWHCL,AWHCL,Small Cap
Aurum PropTech Limited,INE898S01029,AURUM,AURUM,Small Cap
DOLAT ALGOTECH LIMITED,INE966A01022,DOLATALGO,DOLATALGO,Small Cap
Jyoti Structures Ltd.,INE197A01024,JYOTISTRUC,JYOTISTRUC,Small Cap
Walchandnagar Industries Ltd,INE711A01022,WALCHANNAG,WALCHANNAG,Small Cap
CFF FLUID CONTROL LIMITED,INE0NJ001013,,CFF,Small Cap
ASIAN ENERGY SERVICES LTD,INE276G01015,ASIANENE,ASIANENE,Small Cap
Amir Chand Jagdish Kumar (Exports) Limited,INE05TO01019,AMIRCHAND,AMIRCHAND,Small Cap
Haryana Financial Corporation ltd.,INE737G01016,,HARAFIN,Small Cap
Venus Remedies Ltd.,INE411B01019,VENUSREM,VENUSREM,Small Cap
Paramount Communications Ltd.,INE074B01023,PARACABLES,PARACABLES,Small Cap
Orient Technologies Limited,INE0PPK01015,ORIENTTECH,ORIENTTECH,Small Cap
HUHTAMAKI INDIA LIMITED,INE275B01026,HUHTAMAKI,HUHTAMAKI,Small Cap
DEN Networks Limited,INE947J01015,DEN,DEN,Small Cap
IVALUE INFOSOLUTIONS LIMITED,INE056801025,IVALUE,IVALUE,Small Cap
Motisons Jewellers Limited,INE0FRK01020,MOTISONS,MOTISONS,Small Cap
Chaman Lal Setia Exports Ltd.,INE419D01026,CLSEL,CLSEL,Small Cap
SEPC LIMITED,INE964H01014,SEPC,SEPC,Small Cap
Tinna Rubber and Infrastructure Limited,INE015C01016,TINNARUBR,TINNARUBR,Small Cap
Meghmani Organics Limited,INE0CT101020,MOL,MOL,Small Cap
Bharat Wire Ropes Limited,INE316L01019,BHARATWIRE,BHARATWIRE,Small Cap
Laxmi Goldorna House Ltd.,INE258Y01016,LGHL,,Small Cap
Signpost India Limited,INE0KGZ01021,SIGNPOST,SIGNPOST,Small Cap
Salasar Techno Engineering Limited,INE170V01027,SALASAR,SALASAR,Small Cap
5paisa Capital Limited,INE618L01018,5PAISA,5PAISA,Small Cap
Punjab Chemicals and Crop Protection Ltd.,INE277B01014,PUNJABCHEM,PUNJABCHEM,Small Cap
EXPLEO SOLUTIONS LIMITED,INE201K01015,EXPLEOSOL,EXPLEOSOL,Small Cap
INDIA MOTOR PARTS & ACCESSORIES LTD,INE547E01014,IMPAL,IMPAL,Small Cap
Allcargo Logistics Ltd,INE418H01029,ALLCARGO,ALLCARGO,Small Cap
Sakar Healthcare Ltd.,INE732S01012,SAKAR,,Small Cap
TTK Healthcare Ltd.,INE910C01018,TTKHLTCARE,TTKHLTCARE,Small Cap
ANDHRA PAPER LIMITED,INE435A01051,ANDHRAPAP,ANDHRAPAP,Small Cap
Jagsonpal Pharmaceuticals Limited,INE048B01035,JAGSNPHARM,JAGSNPHARM,Small Cap
UNITED FOODBRANDS LIMITED,INE382M01027,UFBL,UFBL,Small Cap
Benares Hotels Ltd,INE664D01019,,BENARAS,Small Cap
Everest Kanto Cylinders Ltd.,INE184H01027,EKC,EKC,Small Cap
Unitech Ltd.,INE694A01020,UNITECH,UNITECH,Small Cap
IFGL Refractories Limited,INE133Y01011,IFGLEXPOR,IFGLEXPOR,Small Cap
Atul Auto Limited,INE951D01028,ATULAUTO,ATULAUTO,Small Cap
Gujarat Natural Resources Limited,INE207H01018,,GNRL,Small Cap
Quadrant Future Tek Limited,INE0LRY01011,QUADFUTURE,QUADFUTURE,Small Cap
Syncom Formulations (India) Ltd.,INE312C01025,SYNCOMF,SYNCOMF,Small Cap
HMA Agro Industries Limited,INE0ECP01024,HMAAGRO,HMAAGRO,Small Cap
Alldigi Tech Limited,INE835G01018,ALLDIGI,ALLDIGI,Small Cap
Kross Limited,INE0O6601022,KROSS,KROSS,Small Cap
Media Matrix Worldwide Ltd.,INE200D01020,,MMWL,Small Cap
Texmaco Infrastructure & Holdings Ltd,INE435C01024,TEXINFRA,TEXINFRA,Small Cap
Orient Green Power Company Limited,INE999K01014,GREENPOWER,GREENPOWER,Small Cap
Platinum Industries Limited,INE0PT501018,PLATIND,PLATIND,Small Cap
Jindal Photo Limited,INE796G01012,JINDALPHOT,JINDALPHOT,Small Cap
Apex Frozen Foods Limited,INE346W01013,APEX,APEX,Small Cap
Genesys International Corporation Ltd.,INE727B01026,GENESYS,GENESYS,Small Cap
PNGS Reva Diamond Jewellery Limited,INE1RDG01013,PNGSREVA,PNGSREVA,Small Cap
Ice Make Refrigeration Ltd.,INE520Y01019,ICEMAKE,,Small Cap
IG Petrochemicals Ltd,INE204A01010,IGPL,IGPL,Small Cap
Manaksia Coated Metals & Industries Ltd,INE830Q01018,MANAKCOAT,MANAKCOAT,Small Cap
Solex Energy Ltd.,INE880Y01017,SOLEX,,Small Cap
Capital Small Finance Bank Ltd,INE646H01017,CAPITALSFB,CAPITALSFB,Small Cap
Ultramarine & Pigments Ltd.,INE405A01021,,ULTRAMAR,Small Cap
Raj Rayon Industries Limited,INE533D01032,RAJRILTD,RAJRILTD,Small Cap
Lincoln Pharmaceuticals ltd.,INE405C01035,LINCOLN,LINCOLN,Small Cap
Igarashi Motors India Ltd.,INE188B01013,IGARASHI,IGARASHI,Small Cap
The Hi-Tech Gears Limited,INE127B01011,HITECHGEAR,HITECHGEAR,Small Cap
PAUSHAK LIMITED (formerly known as Darshak Limited),INE111F01024,PAUSHAKLTD,PAUSHAKLTD,Small Cap
Steel Exchange India Ltd.,INE503B01021,STEELXIND,STEELXIND,Small Cap
Excell Industries Ltd.,INE369A01029,EXCELINDUS,EXCELINDUS,Small Cap
RENAISSANCE GLOBAL LIMITED,INE722H01024,RGL,RGL,Small Cap
B L Kashyap and Sons Ltd,INE350H01032,BLKASHYAP,BLKASHYAP,Small Cap
RUPA & COMPANY LIMITED,INE895B01021,RUPA,RUPA,Small Cap
Valiant Communications Ltd.,INE760B01019,,VALIANT,Small Cap
3B BlackBio Dx Limited,INE994E01018,,3BBLACKBIO,Small Cap
Monte Carlo Fashions Limited,INE950M01013,MONTECARLO,MONTECARLO,Small Cap
AYM Syntex Limited,INE193B01039,AYMSYNTEX,AYMSYNTEX,Small Cap
IKIO Technologies Limited,INE0LOJ01019,IKIO,IKIO,Small Cap
Saraswati Commercial (India) Ltd.,INE967G01019,,ZSARACOM,Small Cap
Ind-Swift Laboratories Ltd.,INE915B01019,INDSWFTLAB,INDSWFTLAB,Small Cap
ONIDA ELECTRONICS LIMITED,INE831A01028,ONIDA,ONIDA,Small Cap
Himatsingka Seide Ltd.,INE049A01027,HIMATSEIDE,HIMATSEIDE,Small Cap
Alicon Castalloy Limited,INE062D01024,ALICON,ALICON,Small Cap
Faze Three Ltd.,INE963C01033,FAZE3Q,FAZE3Q,Small Cap
Centrum Capital Limited,INE660C01027,CENTRUM,CENTRUM,Small Cap
STL Networks Limited,INE1VXE01018,STLNETWORK,STLNETWORK,Small Cap
Balaji Telefilms Ltd.,INE794B01026,BALAJITELE,BALAJITELE,Small Cap
JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,INE147P01019,JPOLYINVST,JPOLYINVST,Small Cap
IZMO Limited,INE848A01014,IZMO,IZMO,Small Cap
Laxmi Dental Limited,INE0WO601020,LAXMIDENTL,LAXMIDENTL,Small Cap
Arihant Superstructures Limited,INE643K01018,ARIHANTSUP,ARIHANTSUP,Small Cap
Virtuoso Optoelectronics Limited,INE0I0T01010,,VOEPL,Small Cap
Reliance Industrial Infrastructure,INE046A01015,RIIL,RIIL,Small Cap
Jay Bharat Maruti Ltd.,INE571B01036,JAYBARMARU,JAYBARMARU,Small Cap
Shree Pushkar Chemicals & Fertilisers Limited,INE712K01011,SHREEPUSHK,SHREEPUSHK,Small Cap
Butterfly Gandhimathi Appliances Limited,INE295F01017,BUTTERFLY,BUTTERFLY,Small Cap
Hariom Pipe Industries Limited,INE00EV01017,HARIOMPIPE,HARIOMPIPE,Small Cap
DAM Capital Advisors Limited,INE284H01025,DAMCAPITAL,DAMCAPITAL,Small Cap
Roto Pumps Ltd.,INE535D01037,ROTO,ROTO,Small Cap
Automobile Corpn. of Goa Ltd.,INE451C01013,,ACGL,Small Cap
BIRLANU LIMITED,INE557A01011,BIRLANU,BIRLANU,Small Cap
Madras Fertilizers Ltd,INE414A01015,MADRASFERT,MADRASFERT,Small Cap
Tarsons Products Limited,INE144Z01023,TARSONS,TARSONS,Small Cap
Diffusion Engineers Limited,INE184O01015,DIFFNKG,DIFFNKG,Small Cap
Jyoti Resins & Adhesives Ltd,INE577D01013,,JYOTIRES,Small Cap
CAPITAL INDIA FINANCE LIMITED,INE345H01024,CIFL,CIFL,Small Cap
PANORAMA STUDIOS INTERNATIONAL LIMITED,INE258R01028,,PANORAMA,Small Cap
Salzer Electronics Ltd.,INE457F01013,SALZERELEC,SALZERELEC,Small Cap
GPT Healthcare Limited,INE486R01017,GPTHEALTH,GPTHEALTH,Small Cap
Andrew Yule & Company Ltd,INE449C01025,,ANDREWYU,Small Cap
BHARAT GLOBAL DEVELOPERS LIMITED,INE893C01032,,BGDL,Small Cap
Bharat Seats Ltd,INE415D01024,BHARATSE,BHARATSE,Small Cap
RRP DEFENSE LIMITED,INE535P01015,,RRPDEFENSE,Small Cap
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,UNIECOM,UNIECOM,Small Cap
Updater Services Limited,INE851I01011,UDS,UDS,Small Cap
Rajoo Engineers Ltd.,INE535F01024,RAJOOENG,RAJOOENG,Small Cap
Dhanlaxmi Bank Limited,INE680A01011,DHANBANK,DHANBANK,Small Cap
Kalind Limited,INE377D01018,,KALIND,Small Cap
Borosil Scientific Limited,INE02L001032,BOROSCI,BOROSCI,Small Cap
The Andhra Sugars Ltd.,INE715B01021,ANDHRSUGAR,ANDHRSUGAR,Small Cap
Shree Digvijay Cement Co. Ltd.,INE232A01011,SHREDIGCEM,SHREDIGCEM,Small Cap
Nelcast Limited,INE189I01024,NELCAST,NELCAST,Small Cap
Vardhman Holdings Limited,INE701A01023,VHL,VHL,Small Cap
SRM CONTRACTORS LIMITED,INE0R6Z01013,SRM,SRM,Small Cap
RAJPUTANA STAINLESS LIMITED,INE313L01016,RSL,RSL,Small Cap
Bajaj Healthcare Limited,INE411U01027,BAJAJHCARE,BAJAJHCARE,Small Cap
Western Carriers (India) Limited,INE0CJF01024,WCIL,WCIL,Small Cap
Ratnaveer Precision Engineering Limited,INE05CZ01011,RATNAVEER,RATNAVEER,Small Cap
TGV SRAAC LIMITED,INE284B01028,,TGVSL,Small Cap
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,JARO,JARO,Small Cap
Master Trust Ltd.,INE677D01037,MASTERTR,MASTERTR,Small Cap
Gulshan Polyols Ltd.,INE255D01024,GULPOLY,GULPOLY,Small Cap
Suraj Estate Developers Limited,INE843S01025,SURAJEST,SURAJEST,Small Cap
Gala Precision Engineering Limited,INE0RE001014,GALAPREC,GALAPREC,Small Cap
A.K.Capital Services Ltd.,INE701G01012,,AKCAPIT,Small Cap
Systematix Corporate Services Ltd.,INE356B01024,SYSTMTXC,SYSTMTXC,Small Cap
IRM ENERGY LIMITED,INE07U701015,IRMENERGY,IRMENERGY,Small Cap
NIIT Ltd.,INE161A01038,NIITLTD,NIITLTD,Small Cap
Indo Rama Synthetics (India) Ltd.,INE156A01020,INDORAMA,INDORAMA,Small Cap
Tribhovandas Bhimji Zaveri Limited,INE760L01018,TBZ,TBZ,Small Cap
Sar  Auto Products Limited,INE002E01010,,SAPL,Small Cap
Rama Steel Tubes Limited,INE230R01035,RAMASTEEL,RAMASTEEL,Small Cap
Electrotherm (India) Ltd,INE822G01016,ELECTHERM,ELECTHERM,Small Cap
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,AFSL,AFSL,Small Cap
CREST VENTURES LIMITED,INE559D01011,CREST,CREST,Small Cap
Control Print (India) Ltd.,INE663B01015,CONTROLPR,CONTROLPR,Small Cap
A B INFRABUILD LIMITED,INE00YB01025,ABINFRA,ABINFRA,Small Cap
Finkurve Financial Services Limited,INE734I01027,FINKURVE,FINKURVE,Small Cap
HARDWYN INDIA LIMITED,INE626Z01029,HARDWYN,HARDWYN,Small Cap
Fredun Pharmaceuticals Limited,INE194R01017,,FREDUN,Small Cap
Mangalam Worldwide Limited,INE0JYY01011,MWL,MWL,Small Cap
AEROFLEX ENTERPRISES LIMITED,INE065D01027,AEROENTER,AEROENTER,Small Cap
Bhartiya International Ltd.,INE828A01016,BIL,BIL,Small Cap
AXIS SOLUTIONS LIMITED,INE520G01024,,AXISOL,Small Cap
AVT Natural Products Ltd.,INE488D01021,AVTNPL,AVTNPL,Small Cap
Gandhi Special Tubes Ltd.,INE524B01027,GANDHITUBE,GANDHITUBE,Small Cap
Asian Star Co. Ltd.,INE194D01017,,ASTAR,Small Cap
Bluspring Enterprises Limited,INE0U4101014,BLUSPRING,BLUSPRING,Small Cap
Jaybharat Textiles And Real Estate Limited,INE091E01039,,JAYTEX,Small Cap
Oricon Enterprises Ltd.,INE730A01022,ORICONENT,ORICONENT,Small Cap
GKW Ltd.,INE528A01020,GKWLIMITED,,Small Cap
ZUARI AGRO CHEMICALS LIMITED,INE840M01016,ZUARI,ZUARI,Small Cap
Macpower CNC Machines Ltd.,INE155Z01011,MACPOWER,,Small Cap
Yuken India Ltd.,INE384C01016,YUKEN,YUKEN,Small Cap
SKM Egg Products Exports (India) Lt,INE411D01023,SKMEGGPROD,SKMEGGPROD,Small Cap
BOMBAY SUPER HYBRID SEEDS LIMITED,INE032Z01020,BSHSL,BSHSL,Small Cap
Quick Heal Technologies Limited,INE306L01010,QUICKHEAL,QUICKHEAL,Small Cap
CREATIVE NEWTECH LIMITED,INE985W01018,CNL,CNL,Small Cap
Arihant Foundations & Housing Ltd.,INE413D01011,,ARIHANT,Small Cap
Century Enka Ltd.,INE485A01015,CENTENKA,CENTENKA,Small Cap
Tamil Nadu Newsprint And Papers Ltd,INE107A01015,TNPL,TNPL,Small Cap
Industrial & Prudential Inv. Co. Lt,INE620D01011,,INDPRUD,Small Cap
BMW INDUSTRIES LIMITED,INE374E01021,,BMW,Small Cap
MAMATA MACHINERY LIMITED,INE0TO701015,MAMATA,MAMATA,Small Cap
ORIENTAL AROMATICS LIMITED,INE959C01023,OAL,OAL,Small Cap
Wealth First Portfolio Managers Limited,INE658T01017,WEALTH,WEALTH,Small Cap
MIC Electronics Limited,INE287C01037,MICEL,MICEL,Small Cap
Manali Petrochemicals Ltd.,INE201A01024,MANALIPETC,MANALIPETC,Small Cap
Le Merite Exports Ltd.,INE0G1L01025,LEMERITE,,Small Cap
GRP Limited,INE137I01015,GRPLTD,GRPLTD,Small Cap
Mafatlal Industries Ltd.,INE270B01035,,MAFATIND,Small Cap
Saint-Gobain Sekurit India Ltd.,INE068B01017,,SEKURITIND,Small Cap
FERMENTA BIOTECH LIMITED,INE225B01021,,FERMENTA,Small Cap
Matrimony.com Limited,INE866R01028,MATRIMONY,MATRIMONY,Small Cap
Excelsoft Technologies Limited,INE606N01019,EXCELSOFT,EXCELSOFT,Small Cap
Amines & Plasticizers Ltd,INE275D01022,AMNPLST,AMNPLST,Small Cap
Prime Securities Ltd.,INE032B01021,PRIMESECU,PRIMESECU,Small Cap
Royal Orchid Hotels Ltd,INE283H01019,ROHLTD,ROHLTD,Small Cap
Nitta Gelatin India Ltd,INE265B01019,,NITTAGELA,Small Cap
Asian Hotels (North) Limited,INE363A01022,ASIANHOTNR,ASIANHOTNR,Small Cap
ArisInfra Solutions Limited,INE0H9P01028,ARIS,ARIS,Small Cap
Viceroy Hotels Ltd.,INE048C01025,VHLTD,VHLTD,Small Cap
Lotus Chocolate Co. Ltd.,INE026D01011,,LOTUSCHO,Small Cap
Macfos Limited,INE0OLH01013,,ROBU,Small Cap
IFB Agro Industries Ltd,INE076C01018,IFBAGRO,IFBAGRO,Small Cap
TAAL TECH LIMITED,INE524T01011,,TAALTECH,Small Cap
BCL INDUSTRIES LIMITED,INE412G01024,BCLIND,BCLIND,Small Cap
ORIENTAL RAIL INFRASTRUCTURE LIMITED,INE457G01029,,ORIRAIL,Small Cap
EIMCO Elecon India Ltd.,INE158B01016,EIMCOELECO,EIMCOELECO,Small Cap
PNGS GARGI FASHION JEWELLERY LIMITED,INE0NT601018,,GARGI,Small Cap
HEALTH X PLATFORM LIMITED,INE019J01013,HEALTHX,HEALTHX,Small Cap
Advent Hotels International Limited,INE28GN01010,ADVENTHTL,ADVENTHTL,Small Cap
Apis India Ltd,INE070K01014,,APIS,Small Cap
Ester Industries Ltd.,INE778B01029,ESTER,ESTER,Small Cap
BORANA WEAVES LIMITED,INE16SF01016,BORANA,BORANA,Small Cap
GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,INE0V0W01025,GKSL,GKSL,Small Cap
New Delhi Television Limited,INE155G01029,NDTV,NDTV,Small Cap
STANLEY LIFESTYLES LIMITED,INE01A001028,STANLEY,STANLEY,Small Cap
Deccan Cements Ltd.,INE583C01021,DECCANCE,DECCANCE,Small Cap
A-1 LIMITED,INE911Z01025,,A1L,Small Cap
Hexa Tradex Limited,INE750M01017,HEXATRADEX,HEXATRADEX,Small Cap
Tembo Global Industries Ltd.,INE869Y01010,TEMBO,,Small Cap
Sical Logistics Limited,INE075B01020,SICALLOG,SICALLOG,Small Cap
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,ECOSMOBLTY,ECOSMOBLTY,Small Cap
Kapston Services Ltd.,INE542Z01028,KAPSTON,,Small Cap
Swelect Energy Systems Limited,INE409B01013,SWELECTES,SWELECTES,Small Cap
Indo Borax & Chemicals Ltd.,INE803D01021,INDOBORAX,INDOBORAX,Small Cap
Gem Aromatics Limited,INE06XZ01023,GEMAROMA,GEMAROMA,Small Cap
STEL Holdings Limited,INE577L01016,STEL,STEL,Small Cap
Cosmic CRF Limited,INE0ORA01015,,COSMICCRF,Small Cap
Indef Manufacturing Limited,INE0O9T01021,BAJAJINDEF,BAJAJINDEF,Small Cap
RDB INFRASTRUCTURE AND POWER LIMITED,INE245L01028,,RDBIPL,Small Cap
Uttam Sugar Mills Ltd,INE786F01031,UTTAMSUGAR,UTTAMSUGAR,Small Cap
Bajaj Steel Industries Ltd.,INE704G01024,,BAJAJST,Small Cap
KRISHIVAL FOODS LIMITED,INE0GGO01015,KRISHIVAL,KRISHIVAL,Small Cap
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,PROSTARM,PROSTARM,Small Cap
NINtec Systems Limited,INE395U01014,NINSYS,NINSYS,Small Cap
The Yamuna Syndicate Ltd,INE868X01014,,YSL,Small Cap
Wanbury Limited,INE107F01022,WANBURY,WANBURY,Small Cap
Pervasive Commodities Limited,INE443P01038,,PERVASIVE,Small Cap
Bright Outdoor Media Limited,INE0OMI01019,,BRIGHT,Small Cap
ONE GLOBAL SERVICE PROVIDER LIMITED,INE670O01013,,ONEGLOBAL,Small Cap
Kellton Tech Solutions Ltd.,INE164B01030,KELLTONTEC,KELLTONTEC,Small Cap
Vascon Engineers Limited,INE893I01013,VASCONEQ,VASCONEQ,Small Cap
DPSC Ltd.,INE360C01024,DPSCLTD,,Small Cap
B-RIGHT REALESTATE LIMITED,INE0IZQ01016,,BRRL,Small Cap
Kokuyo Camlin Ltd,INE760A01029,KOKUYOCMLN,KOKUYOCMLN,Small Cap
Dharmaj Crop Guard Limited,INE00OQ01016,DHARMAJ,DHARMAJ,Small Cap
Vadilal Enterprises Ltd.,INE693D01018,,VADILENT,Small Cap
Viviana Power Tech Ltd.,INE0MEG01014,VIVIANA,,Small Cap
Mac Charles (India) Ltd.,INE435D01014,,MCCHRLS-B,Small Cap
Dhunseri Ventures Limited,INE477B01010,DVL,DVL,Small Cap
Dhampur Sugar Mills Ltd.,INE041A01016,DHAMPURSUG,DHAMPURSUG,Small Cap
Themis Medicare Ltd.,INE083B01024,THEMISMED,THEMISMED,Small Cap
Indo Amines Ltd.,INE760F01028,INDOAMIN,INDOAMIN,Small Cap
